condition,draw,doc_id,target_tokens,n_chunks,fact_id,fact_class,gold,distractor,prediction,semantic_hit,exact_hit,distractor_hit,clean_hit,answer_logprob,distractor_logprob,rank_margin,n_prompt_tokens,n_active_positions,n_generated
NOCTX,A,A-s11-d6-t1024,1024,4,A-6-proper_noun-0,proper_noun,Casimir Ashgrove,Dagny Vantol,UNKNOWN,False,False,False,False,-8.770212173461914,-9.615185737609863,0.8449735641479492,92,92,2
NOCTX,A,A-s11-d6-t1024,1024,4,A-6-composition-0,composition,Longmere,Ashcombe,CEDAR-7857 Facility,False,False,False,False,-13.166671752929688,-10.362678527832031,-2.8039932250976562,103,103,9
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-semantic-0,semantic,slate,blue,slate,True,True,False,True,-0.05816195160150528,-2.491323947906494,2.433161996304989,1166,1166,3
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-identifier-0,identifier,QZ-7058-QZ,KP-7488-QZ,QZ-7058-QZ,True,True,False,True,0.0,-9.234375,9.234375,1173,1173,10
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-number-0,number,"21,229","35,585","21,229",True,True,False,True,0.0,-4.395982265472412,4.395982265472412,1174,1174,7
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-date-0,date,2032-12-09,2030-12-04,2032-12-09,True,True,False,True,0.0,-3.13750958442688,3.13750958442688,1173,1173,11
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-hash-0,hash,ff4f1a17cb1291f8,110048f618f8e2a7,ff4f1a17cb1291f8,True,True,False,True,-3.661418759293156e-07,-2.1562557220458984,2.1562553559040225,1171,1171,15
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-path-0,path,/opt/vestry/spool/kx91.log,/opt/vestry/spool/kx65.log,/opt/vestry/spool/kx91.log,True,True,False,True,-1.7772849787434097e-06,-3.1818199157714844,3.1818181384865056,1172,1172,12
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-url-0,url,https://depot.example.net/rel/1152,https://depot.example.net/rel/4282,https://depot.example.net/rel/1152,True,True,False,True,-1.7422877363060252e-07,-2.682692527770996,2.6826923535422225,1172,1172,14
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-proper_noun-0,proper_noun,Ingrid Brannigan,Anselm Sorley,Ingrid Brannigan,True,True,False,True,-1.668929883180681e-07,-6.6750006675720215,6.675000500679033,1172,1172,6
NATIVE,A,A-s11-d7-t1024,1024,4,A-7-composition-0,composition,Longmere,Fennhollow,Fennhollow,False,False,True,False,-10.875000953674316,-7.450569228240056e-07,-10.875000208617394,1182,1182,5
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-semantic-0,semantic,slate,blue,UNKNOWN,False,False,False,False,-8.23720645904541,-6.720361709594727,-1.5168447494506836,86,86,2
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-identifier-0,identifier,QZ-7058-QZ,KP-7488-QZ,Vestry-5499,False,False,False,False,-7.264432907104492,-7.682490348815918,0.4180574417114258,93,93,9
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-number-0,number,"21,229","35,585",125000000,False,False,False,False,-2.780332565307617,-2.8376362323760986,0.057303667068481445,94,94,10
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-date-0,date,2032-12-09,2030-12-04,"July 15, 2021",False,False,False,False,-3.473806381225586,-3.7141857147216797,0.24037933349609375,93,93,11
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-hash-0,hash,ff4f1a17cb1291f8,110048f618f8e2a7,3a7d6e8f1c2b9a0d5e4f7c6d8e9a0b1c2d3e4f5a6b7c8d9e,False,False,False,False,-3.2695846557617188,-3.1419243812561035,-0.12766027450561523,91,91,48
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-path-0,path,/opt/vestry/spool/kx91.log,/opt/vestry/spool/kx65.log,/raid0/mirren-5568/diagnostics,False,False,False,False,-8.55648422241211,-8.624944686889648,0.06846046447753906,92,92,14
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-url-0,url,https://depot.example.net/rel/1152,https://depot.example.net/rel/4282,https://mirror.example.com/Vestry-5604,False,False,False,False,-3.8797454833984375,-3.8786561489105225,-0.001089334487915039,92,92,14
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-proper_noun-0,proper_noun,Ingrid Brannigan,Anselm Sorley,UNKNOWN,False,False,False,False,-6.696124076843262,-7.939426422119141,1.243302345275879,92,92,2
NOCTX,A,A-s11-d7-t1024,1024,4,A-7-composition-0,composition,Longmere,Fennhollow,BRAVO-5634 Facility,False,False,False,False,-12.13670539855957,-9.069015502929688,-3.067689895629883,102,102,10
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-semantic-0,semantic,olive,amber,olive,True,True,False,True,-0.0003663152165245265,-21.375732421875,21.375366106658475,2201,2201,3
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-identifier-0,identifier,RT-5120-RT,KP-4072-KP,RT-5120-RT,True,True,False,True,0.0,-5.421875,5.421875,2206,2206,9
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-number-0,number,"15,738","24,130","15,738",True,True,False,True,0.0,-4.897301197052002,4.897301197052002,2208,2208,7
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-date-0,date,2030-07-02,2032-08-28,2030-07-02,True,True,False,True,0.0,-3.3252475261688232,3.3252475261688232,2206,2206,11
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-hash-0,hash,669ff65e57319ee1,f626a44d312bf893,669ff65e57319ee1,True,True,False,True,0.0,-3.7666666507720947,3.7666666507720947,2204,2204,15
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-path-0,path,/opt/vestry/spool/kx27.log,/srv/calder/spool/kx71.log,/opt/vestry/spool/kx27.log,True,True,False,True,-4.6631401346530765e-05,-1.6310566663742065,1.63101003497286,2205,2205,12
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-url-0,url,https://relay.example.org/rel/8976,https://relay.example.org/rel/5968,https://relay.example.org/rel/8976,True,True,False,True,-9.934103673003847e-08,-2.7708332538604736,2.770833154519437,2205,2205,13
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-proper_noun-0,proper_noun,Ingrid Okonkwo,Halvard Vantol,Ingrid Okonkwo,True,True,False,True,-1.3907696256865165e-06,-8.606649398803711,8.606648008034085,2205,2205,7
NATIVE,A,A-s11-d0-t2048,2048,8,A-0-composition-0,composition,Ashcombe,Fennhollow,Ashcombe,True,True,False,True,-0.007088086102157831,-7.987924575805664,7.980836489703506,2215,2215,3
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-semantic-0,semantic,olive,amber,Red,False,False,False,False,-8.503128051757812,-14.443618774414062,5.94049072265625,88,88,2
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-identifier-0,identifier,RT-5120-RT,KP-4072-KP,UNKNOWN,False,False,False,False,-4.391326427459717,-5.152760028839111,0.7614336013793945,93,93,2
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-number-0,number,"15,738","24,130",125000000,False,False,False,False,-2.529895067214966,-2.6533281803131104,0.12343311309814453,95,95,10
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-date-0,date,2030-07-02,2032-08-28,"July 1, 2015",False,False,False,False,-2.877218723297119,-2.8092823028564453,-0.06793642044067383,93,93,10
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-hash-0,hash,669ff65e57319ee1,f626a44d312bf893,0x3a7d6f8e9b2c1a4d5e6f7a8b9c0d1e2f3a4b5c6d7e8f9a,False,False,False,False,-3.336627721786499,-3.2455251216888428,-0.09110260009765625,91,91,48
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-path-0,path,/opt/vestry/spool/kx27.log,/srv/calder/spool/kx71.log,/scratch/harlow-1829/diagnostics,False,False,False,False,-8.92929458618164,-8.073772430419922,-0.8555221557617188,92,92,13
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-url-0,url,https://relay.example.org/rel/8976,https://relay.example.org/rel/5968,http://www.ohiostate.edu/~mccoy/VESTRY-1859.html,False,False,False,False,-4.755808353424072,-4.975964069366455,0.2201557159423828,92,92,23
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-proper_noun-0,proper_noun,Ingrid Okonkwo,Halvard Vantol,Calder,False,False,False,False,-5.964334011077881,-9.519285202026367,3.5549511909484863,92,92,3
NOCTX,A,A-s11-d0-t2048,2048,8,A-0-composition-0,composition,Ashcombe,Fennhollow,BRAVO-1921 Facility,False,False,False,False,-11.02315616607666,-9.301490783691406,-1.721665382385254,102,102,10
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-semantic-0,semantic,olive,slate,olive,True,True,False,True,-1.0728722372732591e-05,-13.00001049041748,12.999999761695108,2222,2222,3
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-identifier-0,identifier,KP-2351-KP,QZ-4746-RT,KP-2351-KP,True,True,False,True,-1.3411037969035533e-07,-4.770833492279053,4.770833358168673,2226,2226,9
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-number-0,number,"37,758","22,497","37,758",True,True,False,True,0.0,-4.291695594787598,4.291695594787598,2229,2229,7
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-date-0,date,2030-01-01,2032-10-28,2030-01-01,True,True,False,True,0.0,-3.4375038146972656,3.4375038146972656,2226,2226,11
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-hash-0,hash,16679414b5c9c8b7,103e0d0d0072ad5f,16679414b5c9c8b7,True,True,False,True,0.0,-1.9583507776260376,1.9583507776260376,2225,2225,17
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-path-0,path,/opt/vestry/spool/kx27.log,/opt/vestry/spool/kx94.log,/opt/vestry/spool/kx27.log,True,True,False,True,-1.1118299880763516e-05,-3.522738456726074,3.5227273384261935,2225,2225,12
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-url-0,url,https://relay.example.org/rel/5142,https://relay.example.org/rel/5365,https://relay.example.org/rel/5142,True,True,False,True,-1.5894561045115552e-07,-2.552100419998169,2.5521002610525585,2226,2226,13
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-proper_noun-0,proper_noun,Miriam Okonkwo,Tobias Sorley,Miriam Okonkwo,True,True,False,True,-5.960456519460422e-07,-7.2615966796875,7.261596083641848,2227,2227,7
NATIVE,A,A-s11-d1-t2048,2048,8,A-1-composition-0,composition,Ashcombe,Draywell,Ashcombe,True,True,False,True,-5.423994025477441e-06,-10.041666984558105,10.04166156056408,2235,2235,3
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-semantic-0,semantic,olive,slate,UNKNOWN,False,False,False,False,-7.934630870819092,-7.810061454772949,-0.12456941604614258,88,88,2
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-identifier-0,identifier,KP-2351-KP,QZ-4746-RT,UNKNOWN,False,False,False,False,-5.465020656585693,-5.352873802185059,-0.11214685440063477,92,92,2
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-number-0,number,"37,758","22,497",1250000000000,False,False,False,False,-2.948732376098633,-2.75146746635437,-0.1972649097442627,95,95,14
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-date-0,date,2030-01-01,2032-10-28,2023-04-15,False,False,False,False,-1.6635897159576416,-2.495612382888794,0.8320226669311523,92,92,11
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-hash-0,hash,16679414b5c9c8b7,103e0d0d0072ad5f,0x3a7d6e8f1c2b4a5d6e7f8c9d0e1f2a3b4c5d6e7f8c9d0e,False,False,False,False,-2.981494903564453,-3.3224985599517822,0.3410036563873291,91,91,48
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-path-0,path,/opt/vestry/spool/kx27.log,/opt/vestry/spool/kx94.log,/Calder-4531/diagnostics,False,False,False,False,-8.100858688354492,-8.343090057373047,0.2422313690185547,91,91,11
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-url-0,url,https://relay.example.org/rel/5142,https://relay.example.org/rel/5365,https://mirror.example.com/Ordell-4566,False,False,False,False,-5.387079238891602,-5.322786808013916,-0.06429243087768555,92,92,14
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-proper_noun-0,proper_noun,Miriam Okonkwo,Tobias Sorley,UNKNOWN,False,False,False,False,-5.989465236663818,-8.144065856933594,2.1546006202697754,93,93,2
NOCTX,A,A-s11-d1-t2048,2048,8,A-1-composition-0,composition,Ashcombe,Draywell,UNKNOWN,False,False,False,False,-10.80158805847168,-12.227995872497559,1.426407814025879,101,101,2
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-semantic-0,semantic,crimson,teal,crimson,True,True,False,True,-0.0003626223769970238,-11.375367164611816,11.37500454223482,2195,2195,3
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-identifier-0,identifier,RT-7883-MB,RT-9581-MB,RT-7883-MB,True,True,False,True,0.0,-3.671875238418579,3.671875238418579,2202,2202,9
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-number-0,number,"11,886","24,450","11,886",True,True,False,True,0.0,-4.666674613952637,4.666674613952637,2205,2205,7
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-date-0,date,2032-05-01,2029-09-19,2032-05-01,True,True,False,True,0.0,-2.375749111175537,2.375749111175537,2203,2203,11
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-hash-0,hash,4cce78a3bb8ac1c4,e44cd5d28444dfe1,4cce78a3bb8ac1c4,True,True,False,True,-1.291432880634602e-07,-2.5982162952423096,2.5982161660990215,2201,2201,13
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-path-0,path,/srv/calder/spool/kx35.log,/opt/vestry/spool/kx94.log,/srv/calder/spool/kx35.log,True,True,False,True,-0.00029108920716680586,-1.846911907196045,1.8466208179888781,2202,2202,12
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-url-0,url,https://depot.example.net/rel/6867,https://relay.example.org/rel/4211,https://depot.example.net/rel/6867,True,True,False,True,-1.7422877363060252e-07,-2.7866194248199463,2.7866192505911727,2202,2202,14
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-proper_noun-0,proper_noun,Miriam Delacroix,Casimir Ashgrove,Miriam Delacroix,True,True,False,True,-1.1920925402364446e-07,-8.595479965209961,8.595479846000707,2203,2203,6
NATIVE,A,A-s11-d2-t2048,2048,8,A-2-composition-0,composition,Fennhollow,Ashcombe,Anselm Vantol.,False,False,False,False,-4.750000476837158,-13.875000953674316,9.125000476837158,2213,2213,8
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-semantic-0,semantic,crimson,teal,UNKNOWN,False,False,False,False,-7.323271751403809,-9.417004585266113,2.0937328338623047,85,85,2
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-identifier-0,identifier,RT-7883-MB,RT-9581-MB,UNKNOWN,False,False,False,False,-5.744019508361816,-5.618374347686768,-0.12564516067504883,92,92,2
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-number-0,number,"11,886","24,450",1250000,False,False,False,False,-3.184654951095581,-2.5401198863983154,-0.6445350646972656,95,95,8
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-date-0,date,2032-05-01,2029-09-19,2023-04-15,False,False,False,False,-1.9775397777557373,-2.5803542137145996,0.6028144359588623,93,93,11
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-hash-0,hash,4cce78a3bb8ac1c4,e44cd5d28444dfe1,3a7d6f8e9c0b1a2d3e4f5a6b7c8d9e0f1a2b3c4d5e6f7890,False,False,False,False,-4.3155107498168945,-4.12684965133667,-0.1886610984802246,91,91,48
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-path-0,path,/srv/calder/spool/kx35.log,/opt/vestry/spool/kx94.log,/ordell/6454/diagnostics,False,False,False,False,-8.336182594299316,-9.046010971069336,0.7098283767700195,92,92,11
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-url-0,url,https://depot.example.net/rel/6867,https://relay.example.org/rel/4211,https://mirror.example.com/Harlow-6461,False,False,False,False,-5.0176167488098145,-4.888759136199951,-0.12885761260986328,92,92,14
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-proper_noun-0,proper_noun,Miriam Delacroix,Casimir Ashgrove,UNKNOWN,False,False,False,False,-6.971948146820068,-8.771535873413086,1.7995877265930176,93,93,2
NOCTX,A,A-s11-d2-t2048,2048,8,A-2-composition-0,composition,Fennhollow,Ashcombe,CEDAR-6514 Facility,False,False,False,False,-8.39096736907959,-10.166849136352539,1.7758817672729492,103,103,9
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-semantic-0,semantic,crimson,blue,crimson,True,True,False,True,-0.002255175029858947,-22.2545108795166,22.252255704486743,2229,2229,3
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-identifier-0,identifier,KP-9080-QZ,XD-5999-QZ,KP-9080-QZ,True,True,False,True,-2.9802318834981634e-08,-4.470130920410156,4.470130890607837,2235,2235,9
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-number-0,number,"49,997","49,825","49,997",True,True,False,True,0.0,-5.125,5.125,2236,2236,7
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-date-0,date,2032-04-26,2029-08-09,2032-04-26,True,True,False,True,0.0,-1.8326075077056885,1.8326075077056885,2235,2235,11
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-hash-0,hash,b84d60346ae0b1de,88d6a56b2e2afbbd,b84d60346ae0b1de,True,True,False,True,0.0,-3.8214287757873535,3.8214287757873535,2233,2233,15
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-path-0,path,/srv/calder/spool/kx64.log,/opt/vestry/spool/kx19.log,/srv/calder/spool/kx64.log,True,True,False,True,-4.3564946281549055e-06,-3.59220027923584,3.5921959227412117,2234,2234,12
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-url-0,url,https://relay.example.org/rel/6199,https://relay.example.org/rel/8938,https://relay.example.org/rel/6199,True,True,False,True,-9.934103673003847e-08,-2.3541667461395264,2.3541666467984896,2234,2234,13
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-proper_noun-0,proper_noun,Dagny Brannigan,Dagny Okonkwo,Dagny Brannigan,True,True,False,True,-4.172319734152552e-07,-7.4464521408081055,7.446451723576132,2235,2235,7
NATIVE,A,A-s11-d3-t2048,2048,8,A-3-composition-0,composition,Ashcombe,Draywell,Ashcombe,True,True,False,True,-2.2649737729807384e-06,-6.041667461395264,6.041665196421491,2243,2243,3
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-semantic-0,semantic,crimson,blue,Red,False,False,False,False,-6.714789390563965,-7.117062091827393,0.40227270126342773,87,87,2
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-identifier-0,identifier,KP-9080-QZ,XD-5999-QZ,Vestry-3539,False,False,False,False,-7.803057670593262,-7.524555206298828,-0.2785024642944336,93,93,9
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-number-0,number,"49,997","49,825",1250000,False,False,False,False,-3.0053367614746094,-2.929978132247925,-0.07535862922668457,94,94,8
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-date-0,date,2032-04-26,2029-08-09,2023-04-15,False,False,False,False,-2.032090425491333,-2.7935757637023926,0.7614853382110596,93,93,11
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-hash-0,hash,b84d60346ae0b1de,88d6a56b2e2afbbd,0x3627000000000000000000000000000000000000000000,False,False,False,False,-3.6596603393554688,-3.3425652980804443,-0.3170950412750244,91,91,48
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-path-0,path,/srv/calder/spool/kx64.log,/opt/vestry/spool/kx19.log,/ordell/3658/diagnostics,False,False,False,False,-7.985006809234619,-8.744536399841309,0.7595295906066895,92,92,11
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-url-0,url,https://relay.example.org/rel/6199,https://relay.example.org/rel/8938,https://mirror.example.com/Vestry-3688,False,False,False,False,-4.8532185554504395,-4.839803218841553,-0.013415336608886719,92,92,14
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-proper_noun-0,proper_noun,Dagny Brannigan,Dagny Okonkwo,UNKNOWN,False,False,False,False,-5.96486234664917,-4.517640590667725,-1.4472217559814453,93,93,2
NOCTX,A,A-s11-d3-t2048,2048,8,A-3-composition-0,composition,Ashcombe,Draywell,UNKNOWN,False,False,False,False,-10.985721588134766,-12.373063087463379,1.3873414993286133,101,101,2
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-semantic-0,semantic,crimson,blue,crimson,True,True,False,True,-0.000436473055742681,-22.438373565673828,22.437937092618085,2207,2207,3
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-identifier-0,identifier,KP-7608-QZ,QZ-9390-XD,KP-7608-QZ,True,True,False,True,-1.4901152667334827e-07,-6.472222328186035,6.4722221791745085,2212,2212,9
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-number-0,number,"21,895","46,748","21,895",True,True,False,True,0.0,-5.0165886878967285,5.0165886878967285,2213,2213,7
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-date-0,date,2032-04-16,2032-11-26,2032-04-16,True,True,False,True,0.0,-2.9000024795532227,2.9000024795532227,2211,2211,11
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-hash-0,hash,ac1bc41172c74178,893c7ce3217464f2,ac1bc41172c74178,True,True,False,True,0.0,-1.9874999523162842,1.9874999523162842,2210,2210,15
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-path-0,path,/opt/vestry/spool/kx70.log,/srv/calder/spool/kx73.log,/opt/vestry/spool/kx70.log,True,True,False,True,-1.9028149836231023e-05,-1.642823338508606,1.6428043103587697,2211,2211,12
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-url-0,url,https://depot.example.net/rel/5314,https://relay.example.org/rel/3471,https://depot.example.net/rel/5314,True,True,False,True,-1.5588891244533443e-07,-2.302105188369751,2.3021050324808385,2211,2211,14
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-proper_noun-0,proper_noun,Tobias Vantol,Rowena Nieminen,Tobias Vantol,True,True,False,True,-7.549911629212147e-07,-8.387502670288086,8.387501915296923,2212,2212,7
NATIVE,A,A-s11-d4-t2048,2048,8,A-4-composition-0,composition,Ravensgate,Longmere,Ravensgate,True,True,False,True,-0.00015600335609633476,-13.687503814697266,13.68734781134117,2221,2221,5
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-semantic-0,semantic,crimson,blue,Red,False,False,False,False,-6.276888370513916,-6.1787614822387695,-0.09812688827514648,88,88,2
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-identifier-0,identifier,KP-7608-QZ,QZ-9390-XD,UNKNOWN,False,False,False,False,-7.704118728637695,-5.775158405303955,-1.9289603233337402,93,93,2
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-number-0,number,"21,895","46,748",1250000,False,False,False,False,-2.763540267944336,-3.0520362854003906,0.2884960174560547,94,94,8
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-date-0,date,2032-04-16,2032-11-26,2023-04-15,False,False,False,False,-2.2991607189178467,-2.6134138107299805,0.3142530918121338,92,92,11
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-hash-0,hash,ac1bc41172c74178,893c7ce3217464f2,3a7d6f8e9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c,False,False,False,False,-3.9226744174957275,-3.0430095195770264,-0.8796648979187012,91,91,48
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-path-0,path,/opt/vestry/spool/kx70.log,/srv/calder/spool/kx73.log,/proc/7759/status,False,False,False,False,-8.524307250976562,-8.408158302307129,-0.1161489486694336,92,92,9
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-url-0,url,https://depot.example.net/rel/5314,https://relay.example.org/rel/3471,https://mirrors.ustc.edu.cn/ustc/soft/other/mirren-7789/,False,False,False,False,-5.137414932250977,-5.318636894226074,0.18122196197509766,92,92,26
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-proper_noun-0,proper_noun,Tobias Vantol,Rowena Nieminen,UNKNOWN,False,False,False,False,-6.6770172119140625,-9.351531982421875,2.6745147705078125,93,93,2
NOCTX,A,A-s11-d4-t2048,2048,8,A-4-composition-0,composition,Ravensgate,Longmere,UNKNOWN,False,False,False,False,-6.031641960144043,-12.855997085571289,6.824355125427246,102,102,2
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-semantic-0,semantic,teal,olive,teal,True,True,False,True,-0.004310570191591978,-14.285560607910156,14.281250037718564,2220,2220,3
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-identifier-0,identifier,MB-8335-KP,MB-8504-XD,MB-8335-KP,True,True,False,True,-7.450578465295621e-08,-4.28125,4.281249925494215,2227,2227,9
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-number-0,number,"44,557","17,588","44,557",True,True,False,True,-3.7749566672573565e-07,-5.250802040100098,5.250801662604431,2229,2229,7
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-date-0,date,2030-04-02,2032-05-11,2030-04-02,True,True,False,True,0.0,-2.6001503467559814,2.6001503467559814,2227,2227,11
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-hash-0,hash,79d0eb05820cd327,fb592c16e61c240a,79d0eb05820cd327,True,True,False,True,0.0,-3.241666555404663,3.241666555404663,2225,2225,15
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-path-0,path,/srv/calder/spool/kx31.log,/opt/vestry/spool/kx27.log,/srv/calder/spool/kx31.log,True,True,False,True,-4.031369826407172e-06,-1.9904274940490723,1.9904234626792459,2225,2225,12
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-url-0,url,https://depot.example.net/rel/6206,https://depot.example.net/rel/5886,https://depot.example.net/rel/6206,True,True,False,True,-9.16993982968961e-08,-2.5,2.4999999083006017,2225,2225,14
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-proper_noun-0,proper_noun,Rowena Ashgrove,Miriam Okonkwo,Rowena Ashgrove,True,True,False,True,-4.3868549255421385e-06,-8.182046890258789,8.182042503403864,2227,2227,6
NATIVE,A,A-s11-d5-t2048,2048,8,A-5-composition-0,composition,Ashcombe,Draywell,Ashcombe,True,True,False,True,-2.1278443455230445e-05,-3.416680335998535,3.41665905755508,2235,2235,3
NOCTX,A,A-s11-d5-t2048,2048,8,A-5-semantic-0,semantic,teal,olive,UNKNOWN,False,False,False,False,-8.31666088104248,-8.535439491271973,0.2187786102294922,86,86,2
NOCTX,A,A-s11-d5-t2048,2048,8,A-5-identifier-0,identifier,MB-8335-KP,MB-8504-XD,UNKNOWN,False,False,False,False,-5.8518853187561035,-5.741820335388184,-0.11006498336791992,93,93,2
NOCTX,A,A-s11-d5-t2048,2048,8,A-5-number-0,number,"44,557","17,588",1250000,False,False,False,False,-3.2214720249176025,-2.851517677307129,-0.36995434761047363,95,95,8
NOCTX,A,A-s11-d5-t2048,2048,8,A-5-date-0,date,2030-04-02,2032-05-11,"April 1, 2021",False,False,False,False,-2.661895751953125,-2.7821335792541504,0.12023782730102539,93,93,10
NOCTX,A,A-s11-d5-t2048,2048,8,A-5-hash-0,hash,79d0eb05820cd327,fb592c16e61c240a,75555555555555555555555555555555,False,False,False,False,-3.4227664470672607,-3.277024269104004,-0.14574217796325684,91,91,33
NOCTX,A,A-s11-d5-t2048,2048,8,A-5-path-0,path,/srv/calder/spool/kx31.log,/opt/vestry/spool/kx27.log,/Calder-7949/diagnostics,False,False,False,False,-6.131881237030029,-8.137696266174316,2.005815029144287,91,91,11
NOCTX,A,A-s11-d5-t2048,2048,8,A-5-url-0,url,https://depot.example.net/rel/6206,https://depot.example.net/rel/5886,https://mirror.example.com/calder-7962,False,False,False,False,-4.684492111206055,-4.570796012878418,-0.11369609832763672,91,91,13
