condition,ratio,strategy,position_mode,doc_id,target_tokens,fact_class,gold,prediction,clean_hit,semantic_hit,exact_hit,distractor_hit,rank_margin,answer_logprob,n_active_positions,n_doc_tokens
KV_STRIDE,16.0,stride,original,A-s11-d1-t4096,4096,composition,Ashcombe,"Ridge
CED
</think>
</think>
</think>
Answer with only the exact answer value
Answer:
Answer: The
Answer: The
Answer: The
Answer: The
Answer: The
Answer: The
Answer: The",False,False,False,False,3.4205684661865234,-14.723636627197266,316,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,semantic,olive,"Answer
</think>
</think>
</think>
Answer
The answer
The answer
The answer
The answer
The answer
The answer
The answer
The answer
The answer
The answer
The answer
The answer
The answer",False,False,False,False,0.7812156677246094,-22.28106689453125,315,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,identifier,QZ-1902-KP,"Mir
</think>
</think>
The exact
The manifest
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The",False,False,False,False,1.0891942977905273,-9.452997207641602,315,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,number,"49,297","1
</think>
1297
</think>
1297
1297
1297
1297
1297
1297
1297
12",False,False,False,False,0.4791288375854492,-5.622040271759033,315,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,date,2029-04-26,"28
</think> 074. The electrical
Answer the electrical
The electrical
The electrical



The electrical",False,False,False,False,-0.14033794403076172,-6.172811985015869,315,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,"0001
Answer:
The manifest
</think>
The manifest is a
Answer:
The manifest is a
The manifest is a
Answer:
The manifest is a
Answer:
The manifest is a
Answer:
The manifest is",False,False,False,False,-1.5021781921386719,-8.830864906311035,315,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,"/manifest
</think>
</think>
</think>

Answer: The manifest
</think>
Answer: The manifest
Answer: The manifest
Answer: The manifest
Answer: The manifest
Answer: The manifest
Answer: The manifest
Answer:",False,False,False,False,-0.0854177474975586,-14.293905258178711,315,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,"http://www. The document is a brief summary
</think>
</think>
Answer: The document is a brief



The document is a brief



The document is a brief


The document is a brief",False,False,False,False,-1.119110107421875,-8.977457046508789,315,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,"Mir
Answer the document
Answer:
The document
Answer: The document
Answer: The document
Answer: The document
Answer: The document
Answer: The document
Answer: The document
Answer: The document
Answer:",False,False,False,False,-6.210010528564453,-21.962745666503906,315,4227
KV_SINK,16.0,sink,original,A-s11-d1-t4096,4096,composition,Ashcombe,"CED
Answer
Answer:
The person who maintains the facility
Answer: The person who maintains the facility
Answer: The person who maintains the facility
Answer: The person who maintains the facility
Answer: The person who maintains the facility",False,False,False,False,2.0649070739746094,-23.30972671508789,315,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,semantic,olive,The,False,False,False,False,0.8463993072509766,-16.571062088012695,316,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,identifier,QZ-1902-KP,The exact value (assembly) is the exact value (assembly) is the exact value (assembly,False,False,False,False,0.10699748992919922,-7.0765838623046875,316,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,number,"49,297","Assistant
</think>",False,False,False,False,-0.4839608669281006,-4.366368770599365,316,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,date,2029-04-26,"Assistant
</think>

Assistant
</think>",False,False,False,False,-0.49134111404418945,-4.581516265869141,316,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,The document is the exact answer for the document is the exact answer for the document is the exact answer for the document is the exact answer for the document is the exact answer for the document is the exact answer for the document is the exact answer,False,False,False,False,-0.9857187271118164,-6.601795196533203,316,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,The,False,False,False,False,0.07886981964111328,-12.451384544372559,316,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,The,False,False,False,False,1.0739617347717285,-7.19909143447876,316,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,The exact,False,False,False,False,-2.7959814071655273,-14.654187202453613,316,4227
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d1-t4096,4096,composition,Ashcombe,The,False,False,False,False,0.6298418045043945,-10.30476188659668,316,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,semantic,olive,olive,True,True,True,False,12.374999941210262,-0.0010920158820226789,2203,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,identifier,QZ-1902-KP,QZ-1902-KP,True,True,True,False,9.057489395141602,0.0,2209,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,number,"49,297","49,297",True,True,True,False,6.351433277130127,0.0,2211,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,date,2029-04-26,Answer:,False,False,False,False,-0.11271023750305176,-3.3562443256378174,2209,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,068b48d601cdaf2a,True,True,True,False,2.8166704177856445,0.0,2207,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,/srv/calder/spool/kx44.log,True,True,True,False,3.298556861409452,-0.0006627468974329531,2208,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://relay.example.org/rel/2827,False,False,False,True,-4.900299594504759,-4.900330543518066,2208,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Rowena Delacroix,True,True,True,False,19.40624082109389,-9.178906111628748e-06,2208,4227
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,composition,Ashcombe,Anselm Brannigan,False,False,False,False,6.791342735290527,-3.125967025756836,2219,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,semantic,olive,None,False,False,False,False,-5.671939373016357,-12.24198055267334,1153,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,identifier,QZ-1902-KP,QZ-1902-KP,True,True,True,False,8.962714195251465,0.0,1159,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,number,"49,297","49,297",True,True,True,False,6.179826259613037,0.0,1161,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,date,2029-04-26,No date is mentioned for the electrical audit for Ordell-7490 in the provided document.,False,False,False,False,-0.10614609718322754,-3.3871524333953857,1159,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,068b48d601cdaf2a,True,True,True,False,2.5500335693359375,0.0,1157,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,https://relay.example.org/rel/2827,False,False,False,False,0.016945838928222656,-8.399460792541504,1158,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://relay.example.org/rel/2827,False,False,False,True,-4.73909898630518,-4.739157199859619,1158,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Rowena Delacroix,True,True,True,False,16.7031226396698,-2.360330199735472e-06,1158,4227
BUDGET,4.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,composition,Ashcombe,Anselm Ashgrove,False,False,False,False,7.437174916267395,-1.0634678602218628,1169,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,semantic,olive,None,False,False,False,False,-1.1485090255737305,-13.434203147888184,618,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,identifier,QZ-1902-KP,QZ-1902-KP,True,True,True,False,9.010588645935059,0.0,624,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,number,"49,297","49,297",True,True,True,False,9.633383750915527,0.0,626,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,date,2029-04-26,The document does not mention the date when the electrical audit for Ordell-7490 closed.,False,False,False,False,-0.1677556037902832,-3.2747139930725098,624,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,d621e0bce6268345,False,False,False,True,-4.93415508302769,-4.93416166305542,622,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,https://relay.example.org/rel/2827,False,False,False,False,0.010718345642089844,-8.3771390914917,623,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://relay.example.org/rel/2827,False,False,False,True,-4.7038717214181816,-4.703898906707764,623,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Anselm Ashgrove,False,False,False,False,4.016483306884766,-7.756477355957031,623,4227
BUDGET,8.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,composition,Ashcombe,CEDAR-7589 is maintained by Ingrid Okonkwo.,False,False,False,False,-0.5867242813110352,-7.510169506072998,634,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,semantic,olive,None,False,False,False,False,-1.257863998413086,-13.67426586151123,353,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,identifier,QZ-1902-KP,QZ-1902-KP,True,True,True,False,8.974761962890625,0.0,359,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,number,"49,297","49,297",True,True,True,False,9.202847480773926,0.0,361,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,date,2029-04-26,The document does not mention the date when the electrical audit for Ordell-7490 closed.,False,False,False,False,-0.16367530822753906,-3.462242603302002,359,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,d621e0bce6268345,False,False,False,True,-4.968130243178166,-4.968245506286621,357,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,https://relay.example.org/rel/2827,False,False,False,False,0.038333892822265625,-8.136242866516113,358,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://relay.example.org/rel/2827,False,False,False,True,-4.682567231531721,-4.682697772979736,358,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Ingrid Vantol,False,False,False,False,3.519709587097168,-8.93586254119873,358,4227
BUDGET,16.0,raw_uniform_chunks,native,A-s11-d1-t4096,4096,composition,Ashcombe,Vestry,False,False,False,False,11.995550155639648,-3.4184389114379883,369,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,semantic,olive,olive,True,True,True,False,11.687499714258593,-0.00026826822431758046,4318,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,identifier,QZ-1902-KP,QZ-1902-KP,True,True,True,False,4.742187804651621,-1.1258598533459008e-06,4324,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,number,"49,297","49,297",True,True,True,False,5.271002292633057,0.0,4326,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,date,2029-04-26,2029-04-26,True,True,True,False,2.3004024028778076,0.0,4324,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,068b48d601cdaf2a,True,True,True,False,2.845839500427246,0.0,4322,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,/srv/calder/spool/kx44.log,True,True,True,False,2.8863640265776667,-4.2481110540393274e-06,4323,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://depot.example.net/rel/7096,True,True,True,False,2.3149791405753035,-1.7422877363060252e-07,4323,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Rowena Delacroix,True,True,True,False,7.968753385545654,-9.059887702278502e-07,4323,4227
SHUFFLE_TEXT,1.0,raw_shuffled,native,A-s11-d1-t4096,4096,composition,Ashcombe,Draywell,False,False,False,True,-7.8761232127435505,-7.878361701965332,4334,4227
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,semantic,blue,blue,True,True,True,False,14.96872949682438,-4.053033626405522e-05,4292,4240
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8251-RT,True,True,True,False,4.175155058550445,-3.4421209420543164e-06,4292,4240
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,number,"23,224","23,224",True,True,True,False,4.437830150190621,-4.589494437823305e-06,4292,4240
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,date,2031-02-19,2031-02-19,True,True,True,False,2.8038058280944824,0.0,4292,4240
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,3553af4d9608d53f,True,True,True,False,1.9333332777023315,0.0,4292,4240
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,/var/opt/mirren/spool/kx54.log,True,True,True,False,1.5228108172314023,-9.41706730372971e-06,4292,4240
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/5566,True,True,True,False,2.489588359991771,-1.3907744289554103e-07,4292,4240
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Anselm Brannigan,True,True,True,False,10.499999860922529,-1.3907747131725046e-07,4292,4240
NATIVE_CACHED,1.0,none,original,A-s11-d2-t4096,4096,composition,Ashcombe,Ashcombe,True,True,True,False,6.874972764540871,-6.442875746870413e-05,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,semantic,blue,Black,False,False,False,False,5.088573455810547,-2.1388306617736816,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,identifier,XD-8251-RT,"The exact replacement assembly identifier for Calder-6596 is ""Calder-6596"".",False,False,False,False,0.2786273956298828,-7.091136932373047,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,number,"23,224",</think>,False,False,False,False,0.7210967540740967,-3.701429605484009,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,date,2031-02-19,The document does not provide a specific date for the electrical audit for Calder-6607.,False,False,False,False,0.22965264320373535,-3.2411751747131348,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,The document does not provide a manifest digest for Calder-6638.,False,False,False,False,0.35135579109191895,-3.3648808002471924,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,/proc/self/cgroup/cpu,False,False,False,False,-0.3475022315979004,-7.738638401031494,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,</think>,False,False,False,False,1.340179443359375,-5.6575608253479,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,</think>,False,False,False,False,-0.7560558319091797,-7.992859363555908,4292,4240
RANDOM,1.0,random_kv,original,A-s11-d2-t4096,4096,composition,Ashcombe,"The exact answer is: ""CEDAR-6768"".",False,False,False,False,-1.170048713684082,-11.855323791503906,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,semantic,blue,blue,True,True,True,False,15.093722344921844,-5.435795901576057e-05,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8251-RT,True,True,True,False,4.132593020874992,-4.4255666580284014e-06,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,number,"23,224","23,224",True,True,True,False,4.416932404145427,-5.900755695620319e-06,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,date,2031-02-19,2031-02-19,True,True,True,False,2.8038055896759033,0.0,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,3553af4d9608d53f,True,True,True,False,1.9249999523162842,0.0,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,/var/opt/mirren/spool/kx54.log,True,True,True,False,1.5284741326295261,-9.019760000228416e-06,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/5566,True,True,True,False,2.468753914038402,-1.3907744289554103e-07,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Anselm Brannigan,True,True,True,False,10.400000472863532,-9.934105804632054e-08,4292,4240
SHUFFLE_KV_ORDER,1.0,shuffle_blocks,original,A-s11-d2-t4096,4096,composition,Ashcombe,Ashcombe,True,True,True,False,6.999972108889779,-6.508440856123343e-05,4292,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,semantic,blue,cr,False,False,False,False,-8.47397232055664,-17.63201904296875,2172,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,identifier,XD-8251-RT,The replacement for the Longshore for the Longmere was completed. The replacement for the Longmere for the Longwell was completed. The replacement for the Longmere was completed. The replacement for the Longmere was completed. The replacement for the,False,False,False,False,2.888613224029541,-6.078525066375732,2172,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,number,"23,224","3
32

32

31
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3",False,False,False,False,-0.868011474609375,-7.510203838348389,2172,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,date,2031-02-19,"203
203

20
20
20
2
2
20
2
2
2
2
2
2
2
2
2
2
2
2",False,False,False,False,1.0284724235534668,-4.333433628082275,2172,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,"3

3
321.",False,False,False,False,0.8314418792724609,-8.18310260772705,2172,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/var



/var",False,False,False,False,5.070115566253662,-7.62438440322876,2172,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://example,False,False,False,False,0.8297817707061768,-3.220928907394409,2172,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Ansel for the Harlow for the Harlow for the Harlow for the Harlow for the Harlow for the Harlow for the Harlow for the Harlow for the Harlow for the Harlow for the Harlow for the,False,False,False,False,4.164996147155762,-9.298022270202637,2172,4240
KV_STRIDE,2.0,stride,original,A-s11-d2-t4096,4096,composition,Ashcombe,Casimir,False,False,False,False,4.6977667808532715,-3.125976085662842,2172,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,semantic,blue,blue. The Mirrenn the Mirren the Mirren the Mir for the Mirren the Mir. The Mir for the Mir. The Mir. The Mir. The Mir. The Mir. The Mir. The Mir. The Mir.,True,True,True,False,29.013155151013052,-0.000310730334604159,2170,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,identifier,XD-8251-RT,The replacement assembly for the Mirren is 3212.12.1.2.1.1.2.1.2.1.1.1.1.1.1.1.1.1,False,False,False,False,0.13074207305908203,-6.965435981750488,2170,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,number,"23,224","2

32",False,False,False,False,1.4543557167053223,-5.458499908447266,2170,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,date,2031-02-19,The electrical audit for the Mirren was completed. The electrical audit for Mir was completed. The electrical audit for Mir was completed. The electrical audit for Mir was completed. The electrical audit for Mir was completed. The electrical audit for Mir was,False,False,False,False,0.6767783164978027,-5.740281105041504,2170,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,"3
3",False,False,False,False,0.3839836120605469,-8.833640098571777,2170,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,/var,False,False,False,False,4.437020301818848,-7.237531661987305,2170,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,"https://relay


https://relay",False,False,False,False,-1.4843826293945312,-6.500160217285156,2170,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Ansel for the Mirren was published in the usual format. The Mir for the Mirren was completed. The Q3 inventory for the Mirren was completed. The Q3 inventory for the Mirren was completed. The Q3 inventory,False,False,False,False,9.571420669555664,-5.350362777709961,2170,4240
KV_SINK,2.0,sink,original,A-s11-d2-t4096,4096,composition,Ashcombe,Casual,False,False,False,False,-1.7393121719360352,-10.750015258789062,2170,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,semantic,blue,The,False,False,False,False,0.9968681335449219,-14.710161209106445,2172,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,identifier,XD-8251-RT,###,False,False,False,False,0.31047487258911133,-6.113885879516602,2172,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,number,"23,224",###,False,False,False,False,0.6688270568847656,-4.095261096954346,2172,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,date,2031-02-19,###,False,False,False,False,-0.07967615127563477,-3.3161911964416504,2172,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,The,False,False,False,False,0.09335184097290039,-5.545872211456299,2172,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,###,False,False,False,False,0.15742111206054688,-10.867762565612793,2172,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,###,False,False,False,False,-0.026679039001464844,-8.028385162353516,2172,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,###,False,False,False,False,2.0469484329223633,-8.609217643737793,2172,4240
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d2-t4096,4096,composition,Ashcombe,The,False,False,False,False,-3.113910675048828,-10.03531265258789,2172,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,semantic,blue,bicycle was completed. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical. The electrical,False,False,False,False,15.780869722366333,-3.7748000621795654,1112,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,identifier,XD-8251-RT,https://www. The electrical audit for the same. The electrical audit for the same. The electrical for the same. The same. The same. The same. The same. The same. The same. The same. The same.,False,False,False,False,-0.9686594009399414,-7.835761547088623,1112,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,number,"23,224",0,False,False,False,False,1.3089628219604492,-5.286369800567627,1112,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,date,2031-02-19,2,False,False,False,False,-1.0829362869262695,-9.34636116027832,1112,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,Answer: 67,False,False,False,False,0.3886079788208008,-9.729863166809082,1112,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,/var,False,False,False,False,1.7271509170532227,-11.213874816894531,1112,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://www. The mirror for the mirror is not found in the mirror at the mirror is not found in the mirror is not found in the mirror is the mirror is not found in the mirror is not found in the mirror is not found,False,False,False,False,0.9315328598022461,-8.639656066894531,1112,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Ansel,False,False,False,False,8.689299583435059,-8.294285774230957,1112,4240
KV_STRIDE,4.0,stride,original,A-s11-d2-t4096,4096,composition,Ashcombe,Fenned at 20,False,False,False,False,0.8286973237991333,-1.5246354341506958,1112,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,semantic,blue,blue for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the electrical for the,True,True,True,False,29.247685374488356,-0.0003500564198475331,1111,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,identifier,XD-8251-RT,Answer: 66,False,False,False,False,3.246314525604248,-7.331995487213135,1111,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,number,"23,224",2,False,False,False,False,4.884988307952881,-5.6352105140686035,1111,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,date,2031-02-19,Answer: 203,False,False,False,False,0.3637242317199707,-7.344076633453369,1111,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,manifest for the electrical system was completed. The electrical for the system was completed. The electrical for the system was completed. The system was completed. The system was completed. The system was completed. The system was completed. The system was completed,False,False,False,False,0.35328197479248047,-10.240560531616211,1111,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,/var/1,False,False,False,False,4.173272132873535,-9.228665351867676,1111,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,None,False,False,False,False,0.5519561767578125,-6.345375061035156,1111,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,An error was reported for the Harrow. The electrical for the Harriet was completed. The electrical for the Har for the Har. The electrical for the Har. The electrical for the Har. The Har. The Har. The Har.,False,False,False,False,8.462170600891113,-10.616917610168457,1111,4240
KV_SINK,4.0,sink,original,A-s11-d2-t4096,4096,composition,Ashcombe,Fenn for the Miran the electrical for the Mirren the Mir for the Mir and the Mir and the Mir and the Mir and the Mir and the Mir and the Mir and the Mir and the Mir and the Mir and the Mir and,False,False,False,False,-1.7599587440490723,-5.675297737121582,1111,4240
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d2-t4096,4096,semantic,blue,What is the,False,False,False,False,0.9157600402832031,-15.912857055664062,1112,4240
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d2-t4096,4096,identifier,XD-8251-RT,"###


What is the",False,False,False,False,-0.5653843879699707,-7.547514915466309,1112,4240
