condition,ratio,doc_id,target_tokens,fact_class,gold,prediction,clean_hit,semantic_hit,exact_hit,distractor_hit,rank_margin,answer_logprob,n_active_positions,n_memory_positions,n_doc_tokens
NOCTX,1.0,A-s11-d1-t4096,4096,date,2029-04-26,"July 1, 2021",False,False,False,False,-0.5908308029174805,-2.873373508453369,93,,4227
BUDGET,2.0,A-s11-d1-t4096,4096,date,2029-04-26,Answer:,False,False,False,False,-0.11271023750305176,-3.3562443256378174,2209,,4227
BUDGET,4.0,A-s11-d1-t4096,4096,date,2029-04-26,No date is mentioned for the electrical audit for Ordell-7490 in the provided document.,False,False,False,False,-0.10614609718322754,-3.3871524333953857,1159,,4227
BUDGET,8.0,A-s11-d1-t4096,4096,date,2029-04-26,The document does not mention the date when the electrical audit for Ordell-7490 closed.,False,False,False,False,-0.1677556037902832,-3.2747139930725098,624,,4227
BUDGET,16.0,A-s11-d1-t4096,4096,date,2029-04-26,The document does not mention the date when the electrical audit for Ordell-7490 closed.,False,False,False,False,-0.16367530822753906,-3.462242603302002,359,,4227
NATIVE,1.0,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,068b48d601cdaf2a,True,True,True,False,2.691685914993286,0.0,4322,,4227
NOCTX,1.0,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,750975097509750975097509750975097509750975097509,False,False,False,False,-0.45101380348205566,-3.6022655963897705,91,,4227
BUDGET,2.0,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,068b48d601cdaf2a,True,True,True,False,2.8166704177856445,0.0,2207,,4227
BUDGET,4.0,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,068b48d601cdaf2a,True,True,True,False,2.5500335693359375,0.0,1157,,4227
BUDGET,8.0,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,d621e0bce6268345,False,False,False,True,-4.93415508302769,-4.93416166305542,622,,4227
BUDGET,16.0,A-s11-d1-t4096,4096,hash,068b48d601cdaf2a,d621e0bce6268345,False,False,False,True,-4.968130243178166,-4.968245506286621,357,,4227
NATIVE,1.0,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,/srv/calder/spool/kx44.log,True,True,True,False,2.8750000325203473,-1.6364097064069938e-06,4323,,4227
NOCTX,1.0,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,/proc/mirren-7522/diagnostics,False,False,False,False,0.13140869140625,-7.693091869354248,92,,4227
BUDGET,2.0,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,/srv/calder/spool/kx44.log,True,True,True,False,3.298556861409452,-0.0006627468974329531,2208,,4227
BUDGET,4.0,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,https://relay.example.org/rel/2827,False,False,False,False,0.016945838928222656,-8.399460792541504,1158,,4227
BUDGET,8.0,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,https://relay.example.org/rel/2827,False,False,False,False,0.010718345642089844,-8.3771390914917,623,,4227
BUDGET,16.0,A-s11-d1-t4096,4096,path,/srv/calder/spool/kx44.log,https://relay.example.org/rel/2827,False,False,False,False,0.038333892822265625,-8.136242866516113,358,,4227
NATIVE,1.0,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://depot.example.net/rel/7096,True,True,True,False,2.5654361614816565,-2.017385583030773e-07,4323,,4227
NOCTX,1.0,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,http://mirror.7546.mirren/,False,False,False,False,-0.18258190155029297,-5.4312872886657715,92,,4227
BUDGET,2.0,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://relay.example.org/rel/2827,False,False,False,True,-4.900299594504759,-4.900330543518066,2208,,4227
BUDGET,4.0,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://relay.example.org/rel/2827,False,False,False,True,-4.73909898630518,-4.739157199859619,1158,,4227
BUDGET,8.0,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://relay.example.org/rel/2827,False,False,False,True,-4.7038717214181816,-4.703898906707764,623,,4227
BUDGET,16.0,A-s11-d1-t4096,4096,url,https://depot.example.net/rel/7096,https://relay.example.org/rel/2827,False,False,False,True,-4.682567231531721,-4.682697772979736,358,,4227
NATIVE,1.0,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Rowena Delacroix,True,True,True,False,16.39062118533866,-3.81466134058428e-06,4323,,4227
NOCTX,1.0,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,UNKNOWN,False,False,False,False,1.6431479454040527,-7.7713494300842285,92,,4227
BUDGET,2.0,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Rowena Delacroix,True,True,True,False,19.40624082109389,-9.178906111628748e-06,2208,,4227
BUDGET,4.0,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Rowena Delacroix,True,True,True,False,16.7031226396698,-2.360330199735472e-06,1158,,4227
BUDGET,8.0,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Anselm Ashgrove,False,False,False,False,4.016483306884766,-7.756477355957031,623,,4227
BUDGET,16.0,A-s11-d1-t4096,4096,proper_noun,Rowena Delacroix,Ingrid Vantol,False,False,False,False,3.519709587097168,-8.93586254119873,358,,4227
NATIVE,1.0,A-s11-d1-t4096,4096,composition,Ashcombe,Anselm Brannigan,False,False,False,False,5.541659832000732,-5.12501859664917,4334,,4227
NOCTX,1.0,A-s11-d1-t4096,4096,composition,Ashcombe,CEDAR-7588 Facility,False,False,False,False,1.7901697158813477,-10.590824127197266,103,,4227
BUDGET,2.0,A-s11-d1-t4096,4096,composition,Ashcombe,Anselm Brannigan,False,False,False,False,6.791342735290527,-3.125967025756836,2219,,4227
BUDGET,4.0,A-s11-d1-t4096,4096,composition,Ashcombe,Anselm Ashgrove,False,False,False,False,7.437174916267395,-1.0634678602218628,1169,,4227
BUDGET,8.0,A-s11-d1-t4096,4096,composition,Ashcombe,CEDAR-7589 is maintained by Ingrid Okonkwo.,False,False,False,False,-0.5867242813110352,-7.510169506072998,634,,4227
BUDGET,16.0,A-s11-d1-t4096,4096,composition,Ashcombe,Vestry,False,False,False,False,11.995550155639648,-3.4184389114379883,369,,4227
LEARNED,2.0,A-s11-d2-t4096,4096,semantic,blue,"blue
slight
blue
slight
blue
slight
blue
slight
blue
slight
blue
slight
blue
slight
blue
slight
blue
slight
blue
sl",True,True,True,False,7.3132875521841925,-0.0003334919747430831,2264,2125,4240
LEARNED,2.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8,True,True,True,False,2.5873150415718555,-0.012551825493574142,2268,2125,4240
LEARNED,2.0,A-s11-d2-t4096,4096,number,"23,224","23,245,688,000,367,765,000,355,367,765,000,367,7",False,False,False,False,0.7298991978168488,-0.38222846388816833,2271,2125,4240
LEARNED,2.0,A-s11-d2-t4096,4096,date,2031-02-19,"2030-02-19
</think>

2030-02-19",False,False,False,False,0.37538257241249084,-0.19106224179267883,2244,2125,4240
LEARNED,2.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,3578a676006c87ea6d654d9608d53f64d9608d53f64d9608d,False,False,False,False,-0.7071787565946579,-0.8640326261520386,2266,2125,4240
LEARNED,2.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/opt/vestry/spool/kx14.log
/opt/vestry/spool/kx14.log
/opt/vestry/spool/kx14.log
/opt/vestry/spool/kx14.log",False,False,False,True,-1.2613580615725368,-1.2626103162765503,2268,2125,4240
LEARNED,2.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/6364.html?rel=6364.html?rel=6364.html?rel=6364.html?rel=6364.html?rel=,False,False,False,True,-0.7663550448196474,-0.7666314244270325,2268,2125,4240
LEARNED,2.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,"Anselm Brannigan
</think>

Anselm Brannigan
</think>

Anselm Brannigan
</think>

Anselm Brannigan
</think>

Anselm Brannigan
</think>

Anselm",True,True,True,False,2.6096676662564278,-0.0030504390597343445,2269,2125,4240
LEARNED,2.0,A-s11-d2-t4096,4096,composition,Ashcombe,Ashcombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombe,True,False,True,False,2.6296918991320126,-1.758306098054163e-05,2279,2125,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,semantic,blue,"blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue",True,True,True,False,8.562973857809993,-4.207999518257566e-05,2259,2120,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8,True,True,True,False,0.678384097351227,-0.00032242940505966544,2263,2120,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,number,"23,224","23,224,000 credits.",True,True,True,False,2.1459596953982327,-1.374858675262658e-05,2231,2120,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,date,2031-02-19,2031-02-19,True,True,True,False,1.774984255866002,-2.6568337489152327e-05,2226,2120,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,3553af49d608d53f806580658065806580658065806580658,False,False,False,False,0.30477388203144073,-0.17207075655460358,2261,2120,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/var/opt/mirren/spool/kx14.log
/opt/vestry/spool/kx14.log
/opt/vestry/spool/kx14.log
/var/opt/mirren/spool/kx14",False,False,False,True,-0.40846648812294006,-0.8652021288871765,2263,2120,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/5566.html,True,True,True,False,0.9895863848651061,-3.018799179699272e-05,2229,2120,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Anselm Branniganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganiganigan,True,False,True,False,4.551073903916404,-0.0005613614339381456,2264,2120,4240
LEARNED_JOINT,2.0,A-s11-d2-t4096,4096,composition,Ashcombe,Ashcombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombecombe,True,False,True,False,6.078128576279198,-7.152552257139178e-07,2274,2120,4240
LEARNED,4.0,A-s11-d2-t4096,4096,semantic,blue,"blue
slight
crimson
crimson
blue
slight
crimson
crimson
blue
slight
crimson
crimson
blue
slight
crimson
crimson
blue
slight",False,True,True,True,6.937578439770732,-0.0008456706418655813,1205,1066,4240
LEARNED,4.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8252-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT,False,False,False,False,3.395201697945595,-0.2154228538274765,1209,1066,4240
LEARNED,4.0,A-s11-d2-t4096,4096,number,"23,224","49,215,627,606,853,237,606,853,237,606,853,237,6",False,False,False,False,1.3959832787513733,-0.6336156725883484,1212,1066,4240
LEARNED,4.0,A-s11-d2-t4096,4096,date,2031-02-19,2031-02-19 (UTC),True,True,True,False,0.3548689894378185,-0.02270137146115303,1175,1066,4240
LEARNED,4.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,3558a87f6068d53f6873587f6068d53f6873587f6068d53f,False,False,False,False,0.5668584108352661,-1.5924638509750366,1207,1066,4240
LEARNED,4.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/var/opt/mirren/spool/kx54.log
/opt/vestry/spool/kx14.log
/opt/vestry/spool/kx14.log
/opt/vestry/spool/kx14.log",False,True,True,True,0.8439836818724871,-0.01899280957877636,1209,1066,4240
LEARNED,4.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/6364?rel=rel/6364&rel=rel/6364&rel=rel/6364&rel=rel/6364,False,False,False,True,-0.6016569146886468,-0.6046553254127502,1209,1066,4240
LEARNED,4.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Anselm Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan,True,True,True,False,2.8172957841306925,-0.027456050738692284,1210,1066,4240
LEARNED,4.0,A-s11-d2-t4096,4096,composition,Ashcombe,Ashcombe Fennhollow gateway. Ashcombe Fennhollow gateway. Ashcombe Fennhollow gateway. Ashcombe Fennhollow gateway. Ashcombe Fennhollow gateway. Ashcombe F,False,True,True,True,1.2169330837205052,-0.003818321041762829,1220,1066,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,semantic,blue,blue anselm vantol buy blue anselm vantol buy blue anselm vantol buy blue anselm vantol buy blue anselm vantol buy blue anselm vantol buy,True,True,True,False,6.250305064881104,-0.00012885693286079913,1199,1060,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8251-RT-XD-8,True,True,True,False,0.7400508760474622,-0.00668225297704339,1203,1060,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,number,"23,224","22,324,24,22,324,24,22,324,24,22,324,24,22,324,2",False,False,False,False,1.2071681022644043,-0.8764491081237793,1206,1060,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,date,2031-02-19,2031-02-19,True,True,True,False,1.400403645930055,-4.2530598875600845e-05,1166,1060,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,3678a6700068d9ea8453544af98453f5ea8453544af98453f5ea8,False,False,False,False,-0.8505703210830688,-2.3575704097747803,1201,1060,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/var/opt/mirren/spool/kx54.log
/var/opt/mirren/spool/kx54.log
/var/opt/mirren/spool/kx54.log
/var/opt/mirren/spool/kx",True,True,True,False,1.947148231396568,-0.0001315795088885352,1203,1060,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/5636654567890123456789012345678901234567,False,False,False,False,-0.014012783765792847,-0.3672257363796234,1203,1060,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Anselm Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan,True,True,True,False,4.910771178547293,-0.0017277724109590054,1204,1060,4240
LEARNED_JOINT,4.0,A-s11-d2-t4096,4096,composition,Ashcombe,"Fennhollowspike, Ashcombe, Brannwell, Draywell, Longmere, Rannwell, Rownwell, Tannwell, Vannwell, Vennwell, Vennwell, Vennwell",False,True,True,True,-2.8132447943789884,-2.814305305480957,1214,1060,4240
RANDOM,4.0,A-s11-d2-t4096,4096,semantic,blue,"slate grey
slate grey
slate grey
slate grey
slate grey
slate grey
slate grey
slate grey
slate grey
slate grey
slate grey
slate grey",False,False,False,False,-2.2620606422424316,-6.900176525115967,1205,1066,4240
RANDOM,4.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,KP-6596-XD-RT-2287-XD-RT-2287-XD-RT-2287-XD-RT-2287-XD-RT-2,False,False,False,False,0.6033831834793091,-1.6009832620620728,1209,1066,4240
RANDOM,4.0,A-s11-d2-t4096,4096,number,"23,224","20,987.62 credits
</think>

20,987.62 credits",False,False,False,False,0.17037642002105713,-1.9338327646255493,1188,1066,4240
RANDOM,4.0,A-s11-d2-t4096,4096,date,2031-02-19,"2030-09-28
</think>

2030-09-28",False,False,False,False,-0.4192734956741333,-1.0528662204742432,1185,1066,4240
RANDOM,4.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,d825e89c6500000000000000000000000000000000000000,False,False,False,False,0.059294700622558594,-3.06622052192688,1207,1066,4240
RANDOM,4.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/opt/vestry/spool/kx23.log
/opt/vestry/spool/kx23.log
/opt/vestry/spool/kx23.log
/opt/vestry/spool/kx23.log",False,False,False,False,-0.19251370429992676,-0.8361222147941589,1209,1066,4240
RANDOM,4.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://depot.example.net/rel/428789878987898789878987898789878987898,False,False,False,False,0.09533464908599854,-1.341309905052185,1209,1066,4240
RANDOM,4.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,"Ranwell Ashcombe
</think>

Ranwell Ashcombe",False,False,False,False,1.0466029047966003,-0.7065339684486389,1176,1066,4240
RANDOM,4.0,A-s11-d2-t4096,4096,composition,Ashcombe,"Ravensgate Tower Westgate Gate 17, Brannwell, Westmarch, UK. (Ravensgate Tower Westgate Gate 17, Brannwell, Westmarch, UK.)",False,False,False,False,1.120632529258728,-1.0836540460586548,1218,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,semantic,blue,"blue
slight
crimson
blue
slight
crimson
blue
slight
crimson
blue
slight
crimson
blue
slight
crimson
blue
slight
crimson",False,True,True,True,6.93766979908105,-0.0007528808200731874,1205,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8252-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT,False,False,False,False,3.379968449473381,-0.192196324467659,1209,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,number,"23,224","49,215,687,0608,537,487,0608,537,487,0608,537,48",False,False,False,False,1.9997967183589935,-0.4120291769504547,1212,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,date,2031-02-19,"2031-02-19
2031-02-19
2031-02-19
2031-02-19
2031",True,True,True,False,0.5750840082764626,-0.013198815286159515,1209,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,35584376060853f568888888888888888888888888888888,False,False,False,False,1.0409988164901733,-1.346378207206726,1207,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/var/opt/mirren/spool/kx54.log
/opt/vestry/spool/kx14.log
/opt/vestry/spool/kx14.log
/opt/vestry/spool/kx14.log",False,True,True,True,0.32347938045859337,-0.015563014894723892,1209,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/6364?rel=rel/6364&rel=rel/6364&rel=rel/6364&rel=rel/6364,False,False,False,True,-0.5284154918044806,-0.5318911671638489,1209,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Anselm Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan,True,True,True,False,2.955843849107623,-0.026438312605023384,1210,1066,4240
SHUFFLE_PAGES,4.0,A-s11-d2-t4096,4096,composition,Ashcombe,Ashcombe Fennhollow gateway. Ashcombe Fennhollow gateway. Ashcombe Fennhollow gateway. Ashcombe Fennhollow gateway. Ashcombe Fennhollow gateway. Ashcombe F,False,True,True,True,2.284045819855237,-6.63951868773438e-05,1220,1066,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,semantic,blue,"slate
slate
slate
slate
slate
slate
slate
slate
slate
slate
slate
slate
slate
slate
slate
slate",False,False,False,False,-8.121223449707031,-16.50004768371582,1196,1057,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,KP-4532-QZ-ZB-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT,False,False,False,False,0.01867818832397461,-4.705159664154053,1200,1057,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,number,"23,224","40,0878 credits.",False,False,False,False,0.012471199035644531,-4.30111026763916,1165,1057,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,date,2031-02-19,2031-05-20 (UTC),False,False,False,False,0.18146204948425293,-2.1024417877197266,1166,1057,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,c57521a6383ce87e864532768c8c8c8c8c8c8c8c8c8c8c8c8,False,False,False,False,-0.23546528816223145,-4.159121990203857,1198,1057,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/opt/vestry/spool/kx33.log
/opt/vestry/spool/kx33.log
/opt/vestry/spool/kx33.log
/opt/vestry/spool/kx33.log",False,False,False,False,-0.4427638053894043,-2.209421396255493,1200,1057,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/130544.html?rel=130544.html?rel=130544.html?rel=130544.html?rel=,False,False,False,False,-0.7496473789215088,-2.21830677986145,1200,1057,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Ingrid Sorley Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brann,False,False,False,False,0.5009442567825317,-1.4956380128860474,1201,1057,4240
WRONGPAGE,4.0,A-s11-d2-t4096,4096,composition,Ashcombe,"Draywell Ashcombe (Ashcombe) in the Ashcombe Mountains. Wait, no, the document says ""Draywell Ashcombe (Ashcombe) in the Ashcombe Mountains."" But the correct answer is ""Draywell Ash",True,True,True,False,1.4829952716827393,-3.750288248062134,1211,1057,4240
LEARNED,8.0,A-s11-d2-t4096,4096,semantic,blue,"blue
slight
crimson
blue
slight
crimson
blue
slight
crimson
blue
slight
crimson
blue
slight
crimson
blue
slight
crimson",False,True,True,True,6.000640441081487,-0.0012359131360426545,676,537,4240
LEARNED,8.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8125-RT-XD-4781-RT-XD-4781-RT-XD-4781-RT-XD-4781-RT-XD-4,False,False,False,False,1.2825638055801392,-0.7621716260910034,680,537,4240
LEARNED,8.0,A-s11-d2-t4096,4096,number,"23,224","49,225,135,676,535,676,535,676,535,676,535,676,5",False,False,False,False,2.5565648078918457,-0.7666261196136475,683,537,4240
LEARNED,8.0,A-s11-d2-t4096,4096,date,2031-02-19,2031-02-19,True,True,True,False,0.5748295858502388,-0.003449968993663788,643,537,4240
LEARNED,8.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,3767a765958c653d5f8c5765958c653d5f8c5765958c653d,False,False,False,False,-0.8196983337402344,-2.704662799835205,678,537,4240
LEARNED,8.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/opt/vestry/spool/kx54.log
/opt/vestry/spool/kx54.log
/opt/vestry/spool/kx54.log
/opt/vestry/spool/kx54.log",False,False,False,False,0.35226161777973175,-0.23508630692958832,680,537,4240
LEARNED,8.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/56566.html?rel=56566&rel=56566&rel=56566&rel=56566&rel,False,False,False,False,-0.35101479291915894,-0.7525086998939514,680,537,4240
LEARNED,8.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Anselm Brannigan Delacroix Brannigan Delacroix Brannigan Delacroix Brannigan Delacroix Brannigan Delacroix Brannigan Delacroix Brannigan Delacroix Brannigan,True,True,True,False,1.6149568557739258,-0.04724276065826416,681,537,4240
LEARNED,8.0,A-s11-d2-t4096,4096,composition,Ashcombe,"Ashcombe Spokegate, Ashcombe, UK. Brandywell, Ashcombe, UK. Fennhollow, Ashcombe, UK. Fennhollow, Ashcombe, UK. Fennhollow, Ashcombe,",False,True,True,True,3.5938416720819077,-1.3947348634246737e-05,691,537,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,semantic,blue,blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue-blue,True,True,True,False,7.849257713278348,-0.00010656742233550176,669,530,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-8251-XD-QRT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT-RT,False,False,False,False,1.3600967824459076,-0.31479230523109436,673,530,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,number,"23,224","22,449,512,678,587,687,687,687,687,687,687,687,6",False,False,False,False,0.7811658978462219,-0.5773988366127014,676,530,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,date,2031-02-19,2031-02-19,True,True,True,False,1.1377628436748637,-9.483187750447541e-05,636,530,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,3670a7698ea587ea87f543d9f35d87ea87f543d9f35d87ea87f5,False,False,False,False,-1.1309731006622314,-3.216430902481079,671,530,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,path,/var/opt/mirren/spool/kx54.log,"/opt/vestry/spool/kx54.log
/opt/vestry/spool/kx54.log
/opt/vestry/spool/kx54.log
/opt/vestry/spool/kx54.log",False,False,False,False,0.9097562544047832,-0.059730518609285355,673,530,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,url,https://relay.example.org/rel/5566,https://relay.example.org/rel/5566?url=https://relay.example.org/rel/5663?url=https://relay.example.org/rel/5664?url=https://relay.example.org/rel/5,True,True,True,False,0.6991843562573195,-0.017418863251805305,673,530,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,proper_noun,Anselm Brannigan,Anselm Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan Brannigan,True,True,True,False,2.3039012416265905,-0.006425811443477869,674,530,4240
LEARNED_JOINT,8.0,A-s11-d2-t4096,4096,composition,Ashcombe,Fennhollow Spire Ashcombe Gateway Tower.,False,True,True,True,-1.94258673209697,-1.9478394985198975,649,530,4240
LEARNED,16.0,A-s11-d2-t4096,4096,semantic,blue,"blue
slight
crimson
crimson
blue
slight
crimson
crimson
blue
slight
crimson
crimson
blue
slight
crimson
crimson
blue
slight",False,True,True,True,6.186919345986098,-0.00201974855735898,411,272,4240
LEARNED,16.0,A-s11-d2-t4096,4096,identifier,XD-8251-RT,XD-1285-RT-XD-1285-RT-XD-1285-RT-XD-1285-RT-XD-1285-RT-XD-1,False,False,False,False,0.11880922317504883,-1.438910722732544,415,272,4240
LEARNED,16.0,A-s11-d2-t4096,4096,number,"23,224","32,768,597,680,589,680,589,680,589,680,589,680,5",False,False,False,False,0.2843282222747803,-3.042339563369751,418,272,4240
LEARNED,16.0,A-s11-d2-t4096,4096,date,2031-02-19,"2031-08-19.png
2031-08-19.png
2031-08-19.png
2031-08-19.png",False,False,False,False,0.40004265308380127,-0.6141070127487183,415,272,4240
LEARNED,16.0,A-s11-d2-t4096,4096,hash,3553af4d9608d53f,37687536ea8d58f6ea8d58f6ea8d58f6ea8d58f6ea8d58f6ea8d58,False,False,False,False,0.24967646598815918,-2.7732298374176025,413,272,4240
